noc,noc_title,onet,onet_title
6622,"6622 Store shelf stockers, clerks and order fillers",43-5081.00,Stock Clerks and Order Fillers
6622,"6622 Store shelf stockers, clerks and order fillers",43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
6622,"6622 Store shelf stockers, clerks and order fillers",43-5081.01,"Stock Clerks, Sales Floor"
6623,6623 Other sales related occupations,41-9011.00,Demonstrators and Product Promoters
6623,6623 Other sales related occupations,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
6623,6623 Other sales related occupations,13-1199.06,Online Merchants
6623,6623 Other sales related occupations,41-9099.00,"Sales and Related Workers, All Other"
6623,6623 Other sales related occupations,41-9041.00,Telemarketers
6711,"6711 Food counter attendants, kitchen helpers and related support occupations",35-3022.01,Baristas
6711,"6711 Food counter attendants, kitchen helpers and related support occupations",35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
6711,"6711 Food counter attendants, kitchen helpers and related support occupations",35-2021.00,Food Preparation Workers
6721,"6721 Support occupations in accommodation, travel and facilities set-up services",39-6011.00,Baggage Porters and Bellhops
6721,"6721 Support occupations in accommodation, travel and facilities set-up services",53-6061.00,"Transportation Attendants, Except Flight Attendants"
6722,"6722 Operators and attendants in amusement, recreation and sport",39-3091.00,Amusement and Recreation Attendants
6722,"6722 Operators and attendants in amusement, recreation and sport",39-9032.00,Recreation Workers
6731,6731 Light duty cleaners,37-2012.00,Maids and Housekeeping Cleaners
6732,6732 Specialized cleaners,53-7061.00,Cleaners of Vehicles and Equipment
6733,"6733 Janitors, caretakers and building superintendents",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
6741,"6741 Dry cleaning, laundry and related occupations",51-6011.00,Laundry and Dry-Cleaning Workers
6742,"6742 Other service support occupations, n.e.c.",39-4021.00,Funeral Attendants
6742,"6742 Other service support occupations, n.e.c.",39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
6742,"6742 Other service support occupations, n.e.c.",53-6021.00,Parking Lot Attendants
6742,"6742 Other service support occupations, n.e.c.",39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
7201,"7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
7202,"7202 Contractors and supervisors, electrical trades and telecommunications occupations",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
7203,"7203 Contractors and supervisors, pipefitting trades",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
7204,"7204 Contractors and supervisors, carpentry trades",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
7205,"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
7205,"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",47-1011.03,Solar Energy Installation Managers
7231,7231 Machinists and machining and tooling inspectors,51-4041.00,Machinists
7232,7232 Tool and die makers,51-4111.00,Tool and Die Makers
7233,7233 Sheet metal workers,47-2211.00,Sheet Metal Workers
7234,7234 Boilermakers,47-2011.00,Boilermakers
7235,7235 Structural metal and platework fabricators and fitters,51-2041.00,Structural Metal Fabricators and Fitters
7236,7236 Ironworkers,47-2171.00,Reinforcing Iron and Rebar Workers
7236,7236 Ironworkers,47-2221.00,Structural Iron and Steel Workers
7237,7237 Welders and related machine operators,51-4121.07,Solderers and Brazers
7237,7237 Welders and related machine operators,51-4121.06,"Welders, Cutters, and Welder Fitters"
7237,7237 Welders and related machine operators,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
7237,7237 Welders and related machine operators,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7241,7241 Electricians (except industrial and power system),47-2111.00,Electricians
7242,7242 Industrial electricians,47-2111.00,Electricians
7242,7242 Industrial electricians,49-9097.00,Signal and Track Switch Repairers
7243,7243 Power system electricians,47-2111.00,Electricians
7244,7244 Electrical power line and cable workers,49-9051.00,Electrical Power-Line Installers and Repairers
7245,7245 Telecommunications line and cable workers,49-9052.00,Telecommunications Line Installers and Repairers
7246,7246 Telecommunications installation and repair workers,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7247,7247 Cable television service and maintenance technicians,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
7251,7251 Plumbers,47-2152.02,Plumbers
7251,7251 Plumbers,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
7252,"7252 Steamfitters, pipefitters and sprinkler system installers",47-2152.01,Pipe Fitters and Steamfitters
7252,"7252 Steamfitters, pipefitters and sprinkler system installers",47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
7253,7253 Gas fitters,47-2152.01,Pipe Fitters and Steamfitters
7271,7271 Carpenters,51-7011.00,Cabinetmakers and Bench Carpenters
7272,7272 Cabinetmakers,51-7011.00,Cabinetmakers and Bench Carpenters
7281,7281 Bricklayers,47-2021.00,Brickmasons and Blockmasons
7281,7281 Bricklayers,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
7281,7281 Bricklayers,47-2022.00,Stonemasons
7282,7282 Concrete finishers,47-2051.00,Cement Masons and Concrete Finishers
7283,7283 Tilesetters,47-2044.00,Tile and Marble Setters
7284,"7284 Plasterers, drywall installers and finishers and lathers",47-2161.00,Plasterers and Stucco Masons
7291,7291 Roofers and shinglers,47-2181.00,Roofers
7292,7292 Glaziers,47-2121.00,Glaziers
7293,7293 Insulators,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
7294,7294 Painters and decorators (except interior decorators),51-9123.00,"Painting, Coating, and Decorating Workers"
7295,7295 Floor covering installers,47-2041.00,Carpet Installers
7295,7295 Floor covering installers,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
7301,"7301 Contractors and supervisors, mechanic trades",49-3023.01,Automotive Master Mechanics
7301,"7301 Contractors and supervisors, mechanic trades",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
7302,"7302 Contractors and supervisors, heavy equipment operator crews",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
7303,"7303 Supervisors, printing and related occupations",51-1011.00,First-Line Supervisors of Production and Operating Workers
7304,"7304 Supervisors, railway transport operations",51-1011.00,First-Line Supervisors of Production and Operating Workers
7304,"7304 Supervisors, railway transport operations",53-4031.00,Railroad Conductors and Yardmasters
7305,"7305 Supervisors, motor transport and other ground transit operators",53-3022.00,"Bus Drivers, School or Special Client"
7305,"7305 Supervisors, motor transport and other ground transit operators",53-3021.00,"Bus Drivers, Transit and Intercity"
7305,"7305 Supervisors, motor transport and other ground transit operators",51-1011.00,First-Line Supervisors of Production and Operating Workers
7311,7311 Construction millwrights and industrial mechanics,49-9041.00,Industrial Machinery Mechanics
7311,7311 Construction millwrights and industrial mechanics,49-9044.00,Millwrights
7312,7312 Heavy-duty equipment mechanics,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7313,7313 Refrigeration and air conditioning mechanics,49-9021.01,Heating and Air Conditioning Mechanics and Installers
7313,7313 Refrigeration and air conditioning mechanics,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
7313,7313 Refrigeration and air conditioning mechanics,49-9021.02,Refrigeration Mechanics and Installers
7314,7314 Railway carmen/women,49-3043.00,Rail Car Repairers
7315,7315 Aircraft mechanics and aircraft inspectors,49-3011.00,Aircraft Mechanics and Service Technicians
7316,7316 Machine fitters,51-4041.00,Machinists
7318,7318 Elevator constructors and mechanics,47-4021.00,Elevator Installers and Repairers
7321,"7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",17-3027.01,Automotive Engineering Technicians
7321,"7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",49-3023.01,Automotive Master Mechanics
7321,"7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",49-3023.00,Automotive Service Technicians and Mechanics
7321,"7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",49-3023.02,Automotive Specialty Technicians
7322,7322 Motor vehicle body repairers,51-9122.00,"Painters, Transportation Equipment"
7331,7331 Oil and solid fuel heating mechanics,49-9021.01,Heating and Air Conditioning Mechanics and Installers
7331,7331 Oil and solid fuel heating mechanics,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
7332,7332 Appliance servicers and repairers,49-9031.00,Home Appliance Repairers
7333,7333 Electrical mechanics,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
7333,7333 Electrical mechanics,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7333,7333 Electrical mechanics,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
7333,7333 Electrical mechanics,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
7333,7333 Electrical mechanics,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
7334,"7334 Motorcycle, all-terrain vehicle and other related mechanics",49-3052.00,Motorcycle Mechanics
7335,7335 Other small engine and small equipment repairers,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
7361,7361 Railway and yard locomotive engineers,53-4011.00,Locomotive Engineers
7361,7361 Railway and yard locomotive engineers,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
7362,7362 Railway conductors and brakemen/women,53-4031.00,Railroad Conductors and Yardmasters
7371,7371 Crane operators,53-7021.00,Crane and Tower Operators
7371,7371 Crane operators,53-7032.00,Excavating and Loading Machine and Dragline Operators
7371,7371 Crane operators,49-9096.00,Riggers
7372,"7372 Drillers and blasters - surface mining, quarrying and construction",47-5021.00,"Earth Drillers, Except Oil and Gas"
7373,7373 Water well drillers,47-5021.00,"Earth Drillers, Except Oil and Gas"
7381,7381 Printing press operators,51-5112.00,Printing Press Operators
7384,"7384 Other trades and related occupations, n.e.c.",49-9094.00,Locksmiths and Safe Repairers
7441,7441 Residential and commercial installers and servicers,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
7441,7441 Residential and commercial installers and servicers,47-4031.00,Fence Erectors
7441,7441 Residential and commercial installers and servicers,49-9095.00,Manufactured Building and Mobile Home Installers
7441,7441 Residential and commercial installers and servicers,47-4099.02,Solar Thermal Installers and Technicians
7441,7441 Residential and commercial installers and servicers,47-4099.03,Weatherization Installers and Technicians
7442,7442 Waterworks and gas maintenance workers,49-9071.00,"Maintenance and Repair Workers, General"
7444,7444 Pest controllers and fumigators,37-2021.00,Pest Control Workers
7445,7445 Other repairers and servicers,37-3019.00,"Grounds Maintenance Workers, All Other"
7451,7451 Longshore workers,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
7452,7452 Material handlers,53-7011.00,Conveyor Operators and Tenders
7452,7452 Material handlers,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
7452,7452 Material handlers,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
7511,7511 Transport truck drivers,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
7512,"7512 Bus drivers, subway operators and other transit operators",53-3022.00,"Bus Drivers, School or Special Client"
7512,"7512 Bus drivers, subway operators and other transit operators",53-3021.00,"Bus Drivers, Transit and Intercity"
7512,"7512 Bus drivers, subway operators and other transit operators",53-4041.00,Subway and Streetcar Operators
7513,7513 Taxi and limousine drivers and chauffeurs,53-3041.00,Taxi Drivers and Chauffeurs
7514,7514 Delivery and courier service drivers,53-3033.00,Light Truck or Delivery Services Drivers
7521,7521 Heavy equipment operators (except crane),53-7031.00,Dredge Operators
7521,7521 Heavy equipment operators (except crane),53-7032.00,Excavating and Loading Machine and Dragline Operators
7521,7521 Heavy equipment operators (except crane),47-2073.00,Operating Engineers and Other Construction Equipment Operators
7521,7521 Heavy equipment operators (except crane),47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
7521,7521 Heavy equipment operators (except crane),47-2072.00,Pile-Driver Operators
7522,7522 Public works maintenance equipment operators and related workers,47-4051.00,Highway Maintenance Workers
7522,7522 Public works maintenance equipment operators and related workers,53-7081.00,Refuse and Recyclable Material Collectors
7531,7531 Railway yard and track maintenance workers,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
7532,7532 Water transport deck and engine room crew,53-5011.00,Sailors and Marine Oilers
7533,7533 Boat and cable ferry operators and related occupations,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
7533,7533 Boat and cable ferry operators and related occupations,53-5021.02,"Mates- Ship, Boat, and Barge"
7533,7533 Boat and cable ferry operators and related occupations,53-5021.03,"Pilots, Ship"
7533,7533 Boat and cable ferry operators and related occupations,53-5021.01,Ship and Boat Captains
7534,7534 Air transport ramp attendants,43-5011.00,Cargo and Freight Agents
7535,7535 Other automotive mechanical installers and servicers,49-3093.00,Tire Repairers and Changers
7535,7535 Other automotive mechanical installers and servicers,49-9043.00,"Maintenance Workers, Machinery"
7535,7535 Other automotive mechanical installers and servicers,49-3023.02,Automotive Specialty Technicians
7611,7611 Construction trades helpers and labourers,47-4099.00,"Construction and Related Workers, All Other"
7611,7611 Construction trades helpers and labourers,47-2061.00,Construction Laborers
7611,7611 Construction trades helpers and labourers,47-4051.00,Highway Maintenance Workers
7611,7611 Construction trades helpers and labourers,47-2151.00,Pipelayers
7612,7612 Other trades helpers and labourers,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7621,7621 Public works and maintenance labourers,53-7081.00,Refuse and Recyclable Material Collectors
7622,7622 Railway and motor transport labourers,53-4012.00,Locomotive Firers
8211,"8211 Supervisors, logging and forestry",45-1011.06,First-Line Supervisors of Aquacultural Workers
8211,"8211 Supervisors, logging and forestry",45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
8211,"8211 Supervisors, logging and forestry",45-1011.05,First-Line Supervisors of Logging Workers
8221,"8221 Supervisors, mining and quarrying",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
8222,"8222 Contractors and supervisors, oil and gas drilling and services",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
8231,8231 Underground production and development miners,47-5041.00,Continuous Mining Machine Operators
8231,8231 Underground production and development miners,47-5021.00,"Earth Drillers, Except Oil and Gas"
8231,8231 Underground production and development miners,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
8231,8231 Underground production and development miners,53-7033.00,"Loading Machine Operators, Underground Mining"
8231,8231 Underground production and development miners,47-5042.00,Mine Cutting and Channeling Machine Operators
8231,8231 Underground production and development miners,47-5049.00,"Mining Machine Operators, All Other"
8231,8231 Underground production and development miners,47-5061.00,"Roof Bolters, Mining"
8231,8231 Underground production and development miners,47-5012.00,"Rotary Drill Operators, Oil and Gas"
8231,8231 Underground production and development miners,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining"
8232,"8232 Oil and gas well drillers, servicers, testers and related workers",47-5013.00,"Service Unit Operators, Oil, Gas, and Mining"
8241,8241 Logging machinery operators,45-4022.00,Logging Equipment Operators
8252,"8252 Agricultural service contractors, farm supervisors and specialized livestock workers",45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
8252,"8252 Agricultural service contractors, farm supervisors and specialized livestock workers",45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
8252,"8252 Agricultural service contractors, farm supervisors and specialized livestock workers",45-1011.06,First-Line Supervisors of Aquacultural Workers
8252,"8252 Agricultural service contractors, farm supervisors and specialized livestock workers",45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
8255,"8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
8255,"8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
8255,"8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
8261,8261 Fishing masters and officers,45-3011.00,Fishers and Related Fishing Workers
8262,8262 Fishermen/women,45-3011.00,Fishers and Related Fishing Workers
8411,8411 Underground mine service and support workers,47-5081.00,Helpers--Extraction Workers
8412,8412 Oil and gas well drilling and related workers and services operators,47-5011.00,"Derrick Operators, Oil and Gas"
8421,8421 Chain saw and skidder operators,45-4021.00,Fallers
8422,8422 Silviculture and forestry workers,45-4011.00,Forest and Conservation Workers
8431,8431 General farm workers,45-2092.02,"Farmworkers and Laborers, Crop"
8431,8431 General farm workers,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
8432,8432 Nursery and greenhouse workers,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
8432,8432 Nursery and greenhouse workers,45-2092.01,Nursery Workers
8441,8441 Fishing vessel deckhands,45-3011.00,Fishers and Related Fishing Workers
8442,8442 Trappers and hunters,45-3021.00,Hunters and Trappers
8611,8611 Harvesting labourers,45-2092.02,"Farmworkers and Laborers, Crop"
8612,8612 Landscaping and grounds maintenance labourers,37-3011.00,Landscaping and Groundskeeping Workers
8613,8613 Aquaculture and marine harvest labourers,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
8614,8614 Mine labourers,47-5081.00,Helpers--Extraction Workers
8615,"8615 Oil and gas drilling, servicing and related labourers",47-5081.00,Helpers--Extraction Workers
8615,"8615 Oil and gas drilling, servicing and related labourers",47-5071.00,"Roustabouts, Oil and Gas"
8616,8616 Logging and forestry labourers,45-4029.00,"Logging Workers, All Other"
9211,"9211 Supervisors, mineral and metal processing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9212,"9212 Supervisors, petroleum, gas and chemical processing and utilities",51-1011.00,First-Line Supervisors of Production and Operating Workers
9213,"9213 Supervisors, food, beverage and associated products processing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9214,"9214 Supervisors, plastic and rubber products manufacturing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9215,"9215 Supervisors, forest products processing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9217,"9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9221,"9221 Supervisors, motor vehicle assembling",51-1011.00,First-Line Supervisors of Production and Operating Workers
9222,"9222 Supervisors, electronics manufacturing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9223,"9223 Supervisors, electrical products manufacturing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9224,"9224 Supervisors, furniture and fixtures manufacturing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9226,"9226 Supervisors, other mechanical and metal products manufacturing",51-1011.00,First-Line Supervisors of Production and Operating Workers
9227,"9227 Supervisors, other products manufacturing and assembly",51-1011.00,First-Line Supervisors of Production and Operating Workers
9231,"9231 Central control and process operators, mineral and metal processing",51-4051.00,Metal-Refining Furnace Operators and Tenders
9232,"9232 Petroleum, gas and chemical process operators",51-8092.00,Gas Plant Operators
9232,"9232 Petroleum, gas and chemical process operators",51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
9232,"9232 Petroleum, gas and chemical process operators",53-7073.00,Wellhead Pumpers
9235,"9235 Pulping, papermaking and coating control operators",51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
9235,"9235 Pulping, papermaking and coating control operators",51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
9235,"9235 Pulping, papermaking and coating control operators",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
9241,9241 Power engineers and power systems operators,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
9241,9241 Power engineers and power systems operators,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
9241,9241 Power engineers and power systems operators,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
9241,9241 Power engineers and power systems operators,51-8011.00,Nuclear Power Reactor Operators
9241,9241 Power engineers and power systems operators,51-4052.00,"Pourers and Casters, Metal"
9241,9241 Power engineers and power systems operators,51-8013.00,Power Plant Operators
9241,9241 Power engineers and power systems operators,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
9241,9241 Power engineers and power systems operators,51-8021.00,Stationary Engineers and Boiler Operators
9243,9243 Water and waste treatment plant operators,51-8031.00,Water and Wastewater Treatment Plant and System Operators
9411,"9411 Machine operators, mineral and metal processing",51-4051.00,Metal-Refining Furnace Operators and Tenders
9412,9412 Foundry workers,51-4071.00,Foundry Mold and Coremakers
9413,9413 Glass forming and finishing machine operators and glass cutters,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
9413,9413 Glass forming and finishing machine operators and glass cutters,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
9413,9413 Glass forming and finishing machine operators and glass cutters,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
9413,9413 Glass forming and finishing machine operators and glass cutters,51-9195.07,Molding and Casting Workers
9414,"9414 Concrete, clay and stone forming operators",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
9414,"9414 Concrete, clay and stone forming operators",51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
9414,"9414 Concrete, clay and stone forming operators",51-9195.07,Molding and Casting Workers
9414,"9414 Concrete, clay and stone forming operators",51-9195.05,"Potters, Manufacturing"
9414,"9414 Concrete, clay and stone forming operators",51-9195.03,"Stone Cutters and Carvers, Manufacturing"
9415,"9415 Inspectors and testers, mineral and metal processing",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
9416,9416 Metalworking and forging machine operators,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4199.00,"Metal Workers and Plastic Workers, All Other"
9416,9416 Metalworking and forging machine operators,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9416,9416 Metalworking and forging machine operators,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
9417,9417 Machining tool operators,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
9417,9417 Machining tool operators,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
9418,9418 Other metal products machine operators,51-9191.00,Adhesive Bonding Machine Operators and Tenders
9418,9418 Other metal products machine operators,51-4199.00,"Metal Workers and Plastic Workers, All Other"
9421,9421 Chemical plant machine operators,51-9011.00,Chemical Equipment Operators and Tenders
9421,9421 Chemical plant machine operators,51-8091.00,Chemical Plant and System Operators
9422,9422 Plastics processing machine operators,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4199.00,"Metal Workers and Plastic Workers, All Other"
9422,9422 Plastics processing machine operators,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
9422,9422 Plastics processing machine operators,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
9423,9423 Rubber processing machine operators and related workers,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
9423,9423 Rubber processing machine operators and related workers,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
9423,9423 Rubber processing machine operators and related workers,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
9423,9423 Rubber processing machine operators and related workers,51-9195.07,Molding and Casting Workers
9423,9423 Rubber processing machine operators and related workers,51-9197.00,Tire Builders
9431,9431 Sawmill machine operators,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
9432,9432 Pulp mill machine operators,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
9433,9433 Papermaking and finishing machine operators,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
9434,9434 Other wood processing machine operators,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
9434,9434 Other wood processing machine operators,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
9435,9435 Paper converting machine operators,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
9436,9436 Lumber graders and other wood processing inspectors and graders,45-4023.00,Log Graders and Scalers
9437,9437 Woodworking machine operators,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
9441,"9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",51-6021.00,"Pressers, Textile, Garment, and Related Materials"
9441,"9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
9442,"9442 Weavers, knitters and other fabric making occupations",51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
9445,"9445 Fabric, fur and leather cutters",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
9446,9446 Industrial sewing machine operators,51-6031.00,Sewing Machine Operators
9447,"9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
9461,"9461 Process control and machine operators, food, beverage and associated products processing",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
9461,"9461 Process control and machine operators, food, beverage and associated products processing",51-3092.00,Food Batchmakers
9461,"9461 Process control and machine operators, food, beverage and associated products processing",51-3093.00,Food Cooking Machine Operators and Tenders
9461,"9461 Process control and machine operators, food, beverage and associated products processing",51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
9462,"9462 Industrial butchers and meat cutters, poultry preparers and related workers",51-3021.00,Butchers and Meat Cutters
9463,9463 Fish and seafood plant workers,51-3092.00,Food Batchmakers
9463,9463 Fish and seafood plant workers,51-3093.00,Food Cooking Machine Operators and Tenders
